V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
0.1875127246048913,0.22139035922916506,0.16548089248457407,0.26020506539105087,0.31904728912021463,0.10576880591135548,0.1582119184646645,0.20913785052126022,0.07505207770023263,0.2723287914740046,0.7668261422168714,0.8808478804504785,0.6862498147497142,0.09131632945702167,0.3219074838348683,0.6856075062383514,0.4466460190708711,0.253464519043472,0.04633755331501553,0.15109586829998975,0.4431689356739091,1,0.47803790678689434,0.9089476274541762,0.22954675857186801,0.06453662153201123,0.24192098539241058,0.06902718467565816,0.0905200579161849,0.3622532920293544,0.14074130215312552,0.1961846177485708
0.5855311730133979,0.46592399376553545,0.18451335396600885,1,0.28446880722600754,0.28875526273342955,0.3952275419935746,0.33855235667474515,0.2850383474961395,0.2154951165615957,0.2535375726163792,0.13164537514665067,0.220028593204486,0.548454969920605,0.7516734302944824,0.2841997364793726,0.24647692895007428,0.384784027911954,0.8681729815014719,0.26541987241863796,0.2360111667794097,0.5358202007271055,0.2636359914671069,0.2502114298763652,0.3391617858765922,0.5697282879750944,0.263016346046611,0.22030024454226046,0.2663987575966896,0.9322412413571577,0.4307654961539185,0.2063218448597817
0.9140024193325039,0.5968572287030071,0.606342333905122,1,0.20704045182521458,0.38765425447522084,0.20570514581704985,0.333522724762771,0.2597753714287184,0.22981606037968236,0.29656466280660776,0.4113084442944156,0.27118221284601374,0.18527834692916204,0.25922793585171794,0.2848201954153573,0.18628350534114393,0.6851309448531471,0.35801510004420706,0.9312262775636306,0.8942795670395858,0.4974110441763869,0.35436705371077354,0.5167615230025329,0.1729923421960412,0.30635037477539656,0.3977973599372667,0.2530778347109178,0.18681972683641695,0.20256475791104384,0.3090469820389878,0.28783594260304707
0.48575962091002206,0.34245948696928363,0.9166228508306697,0.4382673581630214,0.715737576199569,0.734692192666692,0.4056783720944518,0.49666104306379305,0.1897843790112769,0.43928670773616096,0.4668496837502228,0.2663868216848765,0.3371642838147673,0.31183225091995154,0.32133942468520066,0.41858526707486576,0.2857513656893017,0.45846479955522373,0.2505384566329875,0.9376143151275745,0.21719776558321377,0.3276821568075348,0.1409121387923192,0.20972993270674561,0.9029966159206779,0.22971958742175252,0.35764133140436594,1,0.5417788627167686,0.18395038510013,0.11234520727594238,0.26061045643292274
0.578251549553236,0.41994370498234423,0.22179018928480534,0.04502158420013959,0.6700383026726638,0.741041706346827,0.7076701063593509,1,0.22680678642945865,0.02146917413261578,0.4695313657534194,0.1765689335619636,0.2930698360343008,0.05009706270235565,0.5296944012220367,0.7090990586547521,0.41238724147779193,0.49215034416433395,0.272347381508529,0.3623693728689978,0.17126208192424,0.3871623188471251,0.4810008876355009,0.6055051532685135,0.5935098566997334,0.7921485677553914,0.8159969805956346,0.048452317863439794,0.05876130989947976,0.6768594357467925,0.8530465073574672,0.06290337587640817
0.09882560131693825,0.16047469526432542,0.1678027286572152,0.4709683076138182,0.19555495518025412,0.21931035527769988,0.09548964989973079,0.21547942068052395,0.5665831886605961,0.4304082263059852,0.6995939025397614,0.388075071232778,0.13957080740043523,0.8926925840115586,0.6686824925878951,0.37727532957009563,0.2909286429385907,0.45738537722991324,0.5365755862837652,0.5154467358884999,0.1921016791894737,0.9999999999999999,0.16667752534404967,0.42258241502651883,0.2889032472136259,0.36746034375227554,0.22049281537327423,0.27230022545960747,0.5743139691873016,0.2575783924677603,0.32422468623712414,0.21510277782043288
0.3908996383566952,0.28363943267768016,0.36327817794616113,0.23844724617145988,0.324334107331163,1,0.5715864878407183,0.6525951826532536,0.12384831332686229,0.12519646264923126,0.12025587894394207,0.15123375609284767,0.19338295527510863,0.10420581527610745,0.19495541155239854,0.16756558553404172,0.12828631725764225,0.19532087563086853,0.18857264318079656,0.21314087646121835,0.2057517580517221,0.2275179930237395,0.2654768244733838,0.42900807587555995,0.5047660115485755,0.40003632389876576,0.8783734085669123,0.2623770621139108,0.31217331924808867,0.1394259575142015,0.7672736997375157,0.1324124627532758
0.044308997985261146,0.22295802317357574,0.13330372883795516,0.6997609373638961,0.023732311511879156,0.8238030358567288,1,0.027562360263545863,0.061553215427905164,0.3227800175679124,0.046731710932832626,0.060543117563976026,0.021139578177451997,0.051926435613481974,0.03277912086847048,0.5808122118474374,0.10495089239084773,0.05701383735448496,0.7325345905867662,0.7804664374322954,0.15788449446411107,0.04156617565357019,0.39841606441071087,0.04081719075712054,0.032645178158684056,0.03778653521756814,0.04893795569538351,0.06805771723787574,0.06333555420475777,0.7584630137948761,0.6862787282912814,0.5363167991870516
0.03214026141799739,0.029197412893501255,0.0323430379932927,0.03171944175983606,0.012095887246245666,0.13079682172807927,0.04252806496174576,0.254124277859922,0.6985568164761891,0.5422779325636983,0.7814462646126553,0.39257676649504286,0.3875632780470525,0.7352083439462411,0.7136350326909805,0.33194640453869,0.03789578538803376,0.017969776517889367,0.034724602548106255,0.013632512971056991,0.041927205074958104,0.04690066984279293,0.019151347084778652,0.01296772512373174,0.5681124730432542,0.46100899718593047,0.4995243875010501,0.2298369985722012,0.5669365250865478,1,0.8652807298864694,0.1708791356245433
1,0.21263805200390143,0.6053936975318484,0.48584472899723274,0.45139621982660894,0.22017356084737885,0.28437228058953773,0.3575340600097432,0.24953168767519396,0.21664439648666656,0.2760448135653841,0.385520770648329,0.5714575465938468,0.3166891101012671,0.28574306220935464,0.5010666923410384,0.23807011642427803,0.39494115164107657,0.8057115531354472,0.4491246818706808,0.6891091589834348,0.3013058665774167,0.21689794883642674,0.47591449537574737,0.4441506118602179,0.31045982354650237,0.7041542530070375,0.2233001617946224,0.27181414556480077,0.5820646555126193,0.15783046437380244,0.1503840610926318
0.5856294315835207,0.31822783403634897,0.2549462318434896,0.818312888957586,0.8330329556745585,0.827451533631439,0.6082752198560871,0.12446196479988768,0.20730364954866712,0.4000936784615558,0.8029530037235696,0.29322868230941235,0.125648863388927,0.09693164157542447,0.5168696072131876,0.36861033150063327,0.18298759242260162,0.2927132232893416,0.24388760353203265,0.20877665911468127,0.2695839499919388,0.43940599842894607,0.6067720640287921,1,0.7171179077336627,0.2699257649885543,0.5826353489869247,0.19867524316643395,0.41557830741623547,0.39431476494430406,0.6384720373421793,0.8642347288884512
0.5468092341151842,0.39574043310076285,0.3333606629577258,0.6504869624524093,0.28032929976121557,0.5405241932556022,0.6729303346673101,0.19370947958830756,0.1830494877024345,1,0.48700495391751947,0.2627617345919583,0.21504929520785063,0.8105077343057615,0.20407813691625212,0.24157562892173776,0.43119463503224853,0.9810405502037369,0.36608183297016095,0.9286523323608797,0.46977771071039803,0.641568085668873,0.3085589674989186,0.17363721431857082,0.6418309223670028,0.3626993415773118,0.2523061517797644,0.24450410470860573,0.12975676012666434,0.3129423034069098,0.3338572220370006,0.4452806839239244
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.07623794047827177,0.061463098640264315,0.13876547107472098,0.10666172312106868,0.2432355581414641,0.0844272825819834,0.058442636129581824,0.044782876109313335,0.8204352467389241,0.510542732387974,0.6715566053479407,0.19685970395936814,0.2472117175598354,0.6662513966225898,0.49345136146384233,0.05388260364596321,0.10913936148081436,0.14866719452451507,0.09048837009680757,0.04391939505920636,0.2860763613672056,0.38631272595982585,0.8760578180993034,1,0.09616882199146569,0.047192437808795985,0.04004819277625339,0.151570942476125,0.10100701352267989,0.08004735428851194,0.046584577324567146,0.43511940930306164
0.42251130322259933,0.9299310323945892,0.7895730155955828,0.7963103423706335,0.4926672602744171,0.6842651492768755,0.2822809695659075,0.4660216660294607,0.4673715434227941,0.7622357996914798,0.48216937826909034,0.4173083558987791,0.6757082812823296,0.5593156907352075,0.4435272910974404,0.7017486115393329,1,0.6293556935759069,0.5567321726746264,0.5289990970052133,0.6353161882603534,0.5226364006769253,0.6155807198781457,0.7059875903787508,0.35023762163247996,0.6441712606993426,0.8646030720816387,0.4017983556194044,0.3432615766013826,0.4218571110060593,0.6629453618931421,0.5013715654849927
0.25670822254141085,0.3633424763233789,0.5150470013784574,0.13019503274235764,0.9871149183191207,0.9140548278258073,0.478285690508543,0.8301088090522515,0.3135873236866848,0.2705585220740431,0.347543993467655,0.08800221995717945,0.11197273619595806,0.3452892437807958,0.18261357047068402,0.08972587367945568,0.16088428809807215,0.1709020273117624,0.5555581963497261,0.03429385628776753,0.9129390309941763,0.6963921619497327,0.5876402548333737,0.9999999999999999,0.21309573832208073,0.07956842611610827,0.42374087521240505,0.08097984554450668,0.15914090945898549,0.18850031269287357,0.5194293778699318,0.2897050379863095
0.14830193930977134,0.8062605251789051,0.25755876542451595,0.6193929833493197,0.466536231242068,0.10554770787300456,0.35503444932746464,0.318612646071472,0.13711381134632358,0.1813036774201018,0.14173785510320497,0.13354491760355472,0.48592575693293855,0.12895619285744467,0.15576563227403667,0.36569568471458624,0.6969400026825702,0.10625591390860235,1,0.19829497952235253,0.1886726499596682,0.1511632394403715,0.45157796903088493,0.24994717428824512,0.13561615251080056,0.09689544369123257,0.12330923972602079,0.1241991295220114,0.14441860670960735,0.2334106179094257,0.20268062391276315,0.2067127285683772
0.31981785220136955,0.23240833013560272,0.24170280829569318,0.20985602622192137,0.28734904715102405,0.7519183859061693,0.11286952627170505,0.8106069749372655,0.30504994424765286,0.4631257018624809,0.48136520637515773,0.7454045578356256,0.6555696456905076,0.25770792878338095,0.603533176164385,0.4068486109729999,0.2740181385829688,0.39157087413197583,0.3273637612048076,0.3597088610909076,0.22277098548636484,0.7622723550084463,0.31209878318051354,0.21391261312206902,0.8822751073276364,0.1987249761993374,0.27477753761671814,0.35361211832544326,0.21528340153518521,1,0.5102285865258921,0.36527837052164774
0.4985203248693915,0.2355950804245765,0.31834270213041604,0.19395791301736381,0.17581923118933337,0.1851264241493806,0.28995117256787695,0.19382372986245827,0.31368900910580744,0.4773809121374818,0.48672493811238554,0.51558901991806,0.2308945848504874,0.6980000752391968,0.7475241986068427,0.4944024469734427,0.4371256775128069,0.34936207385058965,1,0.20004061057084302,0.22107491750159883,0.3097641894536255,0.47736040474164176,0.5609354893006185,0.13322169953525403,0.2016708252413647,0.19182951737527054,0.40117528255467744,0.34894904426840995,0.39128731086382196,0.4290923320909044,0.21663961185915223
